pygame 2.0.0 (SDL 2.0.12, python 3.7.10)
Hello from the pygame community. https://www.pygame.org/contribute.html
boxing_v1 pettingzoo
Load boxing_v1 environment in type pettingzoo.
Env observation space: Box(0.0, 1.0, (130,), float32) action space: Discrete(18)
<env.wrappers.mars_wrappers.Dict2TupleWrapper object at 0x7f236026b190>
boxing_v1 pettingzoo
Load boxing_v1 environment in type pettingzoo.
Env observation space: Box(0.0, 1.0, (130,), float32) action space: Discrete(18)
No agent are not learnable.
Arguments:  {'env_name': 'boxing_v1', 'env_type': 'pettingzoo', 'num_envs': 1, 'ram': True, 'seed': 1122, 'against_baseline': False, 'algorithm': 'DQN', 'algorithm_spec': {'episodic_update': False, 'dueling': True, 'replay_buffer_size': '1e5', 'gamma': 0.99, 'multi_step': 1, 'target_update_interval': 1000, 'eps_start': 1.0, 'eps_final': 0.01, 'eps_decay': 30000}, 'batch_size': 32, 'max_episodes': 10000, 'max_steps_per_episode': 10000, 'train_start_frame': 0, 'optimizer': 'adam', 'learning_rate': '1e-4', 'device': 'gpu', 'update_itr': 1, 'log_avg_window': 20, 'log_interval': 20, 'render': False, 'test': False, 'exploit': False, 'load_model_idx': False, 'load_model_full_path': False, 'save_path': '', 'save_interval': 2000, 'net_architecture': {'hidden_dim_list': [64, 64, 64], 'hidden_activation': 'ReLU', 'output_activation': False}, 'marl_method': 'nxdo', 'marl_spec': {'selfplay_score_delta': 50, 'trainable_agent_idx': 0, 'opponent_idx': 1}}
Episode: 1, avg. length 1784.0
first_0:                 episode reward: -11.0000,                 loss: 0.0129
second_0:                 episode reward: 11.0000,                 loss: 0.0065
Episode: 21, avg. length 1784.0
first_0:                 episode reward: -2.6000,                 loss: 0.0366
second_0:                 episode reward: 2.6000,                 loss: 0.0112
Episode: 41, avg. length 1784.0
first_0:                 episode reward: 0.2500,                 loss: 0.0475
second_0:                 episode reward: -0.2500,                 loss: 0.0107
Episode: 61, avg. length 1784.0
first_0:                 episode reward: -1.3000,                 loss: 0.0480
second_0:                 episode reward: 1.3000,                 loss: 0.0112
Episode: 81, avg. length 1784.0
first_0:                 episode reward: 0.1500,                 loss: 0.0345
second_0:                 episode reward: -0.1500,                 loss: 0.0117
Episode: 101, avg. length 1784.0
first_0:                 episode reward: 2.1500,                 loss: 0.0211
second_0:                 episode reward: -2.1500,                 loss: 0.0122
Episode: 121, avg. length 1784.0
first_0:                 episode reward: 0.9000,                 loss: 0.0171
second_0:                 episode reward: -0.9000,                 loss: 0.0130
Episode: 141, avg. length 1784.0
first_0:                 episode reward: 3.1000,                 loss: 0.0164
second_0:                 episode reward: -3.1000,                 loss: 0.0143
Episode: 161, avg. length 1784.0
first_0:                 episode reward: 5.8500,                 loss: 0.0165
second_0:                 episode reward: -5.8500,                 loss: 0.0148
Episode: 181, avg. length 1784.0
first_0:                 episode reward: 7.3000,                 loss: 0.0174
second_0:                 episode reward: -7.3000,                 loss: 0.0156
Episode: 201, avg. length 1784.0
first_0:                 episode reward: 10.2000,                 loss: 0.0204
second_0:                 episode reward: -10.2000,                 loss: 0.0179
Episode: 221, avg. length 1784.0
first_0:                 episode reward: 15.8500,                 loss: 0.0258
second_0:                 episode reward: -15.8500,                 loss: 0.0230
Episode: 241, avg. length 1784.0
first_0:                 episode reward: 18.6500,                 loss: 0.0340
second_0:                 episode reward: -18.6500,                 loss: 0.0289
Episode: 261, avg. length 1784.0
